id,name,normalized_name,gender,Simpson_fam
5187,Hillbilly Guests,hillbilly guests,u,FALSE
5188,Cow In Truck,cow in truck,u,FALSE
5189,Mr. Kinkaid,mr kinkaid,m,FALSE
5190,Head Board Member,head board member,u,FALSE
5191,Other Board Members,other board members,u,FALSE
5096,Prof. August,prof august,m,FALSE
5193,2nd Film Loop,2nd film loop,u,FALSE
5194,Jim Jarmusch,jim jarmusch,m,FALSE
5195,Bouncer,bouncer,u,FALSE
5196,Male Audience Member,male audience member,m,FALSE
5197,Female Audience Member,female audience member,f,FALSE
5198,Male Audience Member #2,male audience member 2,m,FALSE
5199,People On Street,people on street,u,FALSE
5200,Woman On Street,woman on street,f,FALSE
5201,Man On Street #2,man on street 2,m,FALSE
5202,Male Filmgoer,male filmgoer,m,FALSE
5203,Man On Street,man on street,m,FALSE
5204,John C. Reilly,john c reilly,m,FALSE
5205,Female Employee,female employee,f,FALSE
5206,Hippo Critter,hippo critter,u,FALSE
5207,Hippo #1,hippo 1,u,FALSE
5208,Hippo #2,hippo 2,u,FALSE
5209,Hippo #3,hippo 3,u,FALSE
5210,Hippos,hippos,u,FALSE
5211,Fozzy,fozzy,m,FALSE
5212,Lance Armstrong,lance armstrong,m,FALSE
5213,Hand,hand,u,FALSE
5214,Female Automated Voice,female automated voice,f,FALSE
5215,Little Homer,little homer,m,TRUE
5216,Celebrity Reporter,celebrity reporter,u,FALSE
5217,Paparazzi,paparazzi,u,FALSE
5218,Theater Actor,theater actor,u,FALSE
5219,Drew Carey,drew carey,m,FALSE
5220,Krusketeers,krusketeers,u,FALSE
5221,C.J.,cj,m,FALSE
5223,Channel 6 Executive,channel 6 executive,u,FALSE
5224,Stagehands,stagehands,u,FALSE
5225,Ira Man,ira man,m,FALSE
5226,Protestant Leprechaun,protestant leprechaun,u,FALSE
5227,Catholic Leprechaun,catholic leprechaun,u,FALSE
5229,Urchin,urchin,u,FALSE
5230,Mulk,mulk,m,FALSE
5231,Lucky Jim,lucky jim,m,FALSE
5232,Clay Roberts,clay roberts,m,FALSE
5233,Denis Leary,denis leary,m,FALSE
5234,Brian Grazer,brian grazer,m,FALSE
5235,Hawaiian Bartender,hawaiian bartender,u,FALSE
5236,Hawaiian Barflies,hawaiian barflies,u,FALSE
5237,Australian Bartender,australian bartender,u,FALSE
5238,Australian Barfly,australian barfly,u,FALSE
5239,Australian Barflies,australian barflies,u,FALSE
5240,Swedish Bartender,swedish bartender,u,FALSE
5241,Swedish Barflies,swedish barflies,u,FALSE
5242,Warrior Statue,warrior statue,u,FALSE
5243,Incan Warriors,incan warriors,u,FALSE
5244,Vacu-bot,vacu-bot,u,FALSE
5245,BART-LIKE VOICE,bart-like voice,m,TRUE
5246,Joe Montana,joe montana,m,FALSE
5247,Quenly,quenly,u,FALSE
5248,Devon,devon,m,FALSE
5249,Cap'n Crunchy,capn crunchy,m,FALSE
5250,Tricky Rabbit,tricky rabbit,u,FALSE
5251,Threecan Sam,threecan sam,m,FALSE
5253,3-Year-Old Lisa,3-year-old lisa,f,TRUE
5254,5-Year-Old Bart,5-year-old bart,m,TRUE
5255,Sylvia,sylvia,f,FALSE
5256,20-Year-Old Patty,20-year-old patty,f,FALSE
5257,20-Year-Old Selma,20-year-old selma,f,FALSE
5258,Ruthie,ruthie,f,FALSE
5259,Doreen,doreen,f,FALSE
5260,Bureaucrat,bureaucrat,u,FALSE
5261,People In Line,people in line,u,FALSE
5262,Ghost Julio,ghost julio,m,FALSE
5263,Ghost Toddler,ghost toddler,u,FALSE
5264,Talking Credenza,talking credenza,u,FALSE
5265,Man In Bar,man in bar,m,FALSE
5266,Female Event Host,female event host,f,FALSE
5267,Merl Reagle,merl reagle,m,FALSE
5268,Will Shortz,will shortz,m,FALSE
5269,Santas,santas,m,FALSE
5270,Dr. King,dr king,m,FALSE
5271,Mall Worker,mall worker,u,FALSE
5272,Brainiac Bar Man,brainiac bar man,m,FALSE
5273,Smug Salesman,smug salesman,m,FALSE
5274,Mapple Shoppers,mapple shoppers,u,FALSE
5275,Male Shopper,male shopper,m,FALSE
5276,Steve Mobbs,steve mobbs,m,FALSE
5277,MIDDLE EASTERN BOY,middle eastern boy,m,FALSE
5278,Bashir,bashir,m,FALSE
5279,Mina,mina,f,FALSE
5280,Octopus,octopus,u,FALSE
5281,Arab Man,arab man,m,FALSE
5282,Thought Bubble Lenny,thought bubble lenny,m,FALSE
5283,Amid,amid,u,FALSE
5284,Blue Genie,blue genie,u,FALSE
5285,Billionaire,billionaire,u,FALSE
5286,Billionaires,billionaires,u,FALSE
5287,Scared Billionaire,scared billionaire,u,FALSE
5288,Jeff Bezos,jeff bezos,m,FALSE
5289,Poker-playing Billionaire,poker-playing billionaire,u,FALSE
5290,Suburban Mother,suburban mother,f,FALSE
5291,Wall-E,wall-e,u,FALSE
5292,Cube-Shaped Homer,cube-shaped homer,m,TRUE
5293,Mark Cuban,mark cuban,m,FALSE
5294,Man In Gorilla Suit,man in gorilla suit,m,FALSE
5295,Angel Mark Cuban,angel mark cuban,m,FALSE
5296,Muk Mu,muk mu,m,FALSE
5297,Swarm,swarm,u,FALSE
5252,Alberto,alberto,m,FALSE
5298,Marv Albert,marv albert,m,FALSE
5299,Millionaire,millionaire,u,FALSE
5300,Art Instructor,art instructor,u,FALSE
5302,Folk Art Singer,folk art singer,u,FALSE
5303,Prof. Hobbes,prof hobbes,m,FALSE
5304,Mrs. Hobbes,mrs hobbes,f,FALSE
5305,Fairy Princess,fairy princess,f,FALSE
5306,Two-Nicorn,two-nicorn,u,FALSE
5307,Immigration Official,immigration official,u,FALSE
5308,Dragon Kearney,dragon kearney,m,FALSE
5309,Goblin Jimbo,goblin jimbo,m,FALSE
5310,Teenage Vance Connor,teenage vance connor,m,FALSE
5311,Vance Connor,vance connor,m,FALSE
5312,Teenage Carl,teenage carl,m,FALSE
5313,Al Gore,al gore,m,FALSE
5314,Administrators,administrators,u,FALSE
5315,Jock #1,jock 1,u,FALSE
5316,Jock #2,jock 2,u,FALSE
5317,Old Italian Man,old italian man,m,FALSE
5318,Rest Of Kids,rest of kids,u,FALSE
5319,Voices From Sauce,voices from sauce,u,FALSE
5320,Student With Glasses,student with glasses,u,FALSE
5321,Student Reporter,student reporter,u,FALSE
5322,TEEN MAUDE FLANDERS,teen maude flanders,f,FALSE
5323,Debbie Pinson,debbie pinson,f,FALSE
5324,Teenage Selma,teenage selma,f,FALSE
5325,Teenage Patty,teenage patty,f,FALSE
5326,Young Smithers,young smithers,m,FALSE
5327,Mr. Becker,mr becker,m,FALSE
5328,Daffodils Reading Group,daffodils reading group,u,FALSE
5329,Boys' Chorus,boys chorus,m,FALSE
5330,Girls' Chorus,girls chorus,f,FALSE
5331,Other Boys,other boys,m,FALSE
5332,Barge Captain,barge captain,u,FALSE
5333,Au Pair,au pair,u,FALSE
5334,Male Neighbor,male neighbor,m,FALSE
5335,Female Neighbor,female neighbor,f,FALSE
5336,Eerie Voice,eerie voice,u,FALSE
5337,2nd Orderly,2nd orderly,u,FALSE
5338,Dwight Eisenhower,dwight eisenhower,m,FALSE
5339,Nancy Gladness,nancy gladness,m,FALSE
5340,Nat Gladness,nat gladness,f,FALSE
5341,Photo Simpsons,photo simpsons,u,TRUE
5342,Mother Superior,mother superior,f,FALSE
5343,Mysterious Nun,mysterious nun,f,FALSE
5344,HOMER'S HAND,homers hand,m,TRUE
5345,Welcome Mat,welcome mat,u,FALSE
5346,Hot Tub Salesman,hot tub salesman,m,FALSE
5347,Irish Pilot,irish pilot,u,FALSE
5348,American Woman,american woman,f,FALSE
5349,Irish Locals,irish locals,u,FALSE
5350,Yuppie Leprechauns,yuppie leprechauns,u,FALSE
5351,Tom O'Flanagan,tom oflanagan,m,FALSE
5352,German Krusty,german krusty,m,FALSE
5353,German Sideshow Mel,german sideshow mel,m,FALSE
5354,Brew-master,brew-master,u,FALSE
5355,American Man,american man,m,FALSE
5356,2nd American Man,2nd american man,m,FALSE
5357,Irish Kid,irish kid,u,FALSE
5358,Bicyclist,bicyclist,u,FALSE
5359,Street Musician,street musician,u,FALSE
5360,Eastern-european Woman,eastern-european woman,f,FALSE
5361,Yup-rechaun,yup-rechaun,u,FALSE
5362,Irish Maitre D',irish maitre d,u,FALSE
5363,Irish Guy,irish guy,m,FALSE
5364,Old Irishman,old irishman,m,FALSE
5365,Smokers,smokers,u,FALSE
5366,2nd Irish Cop,2nd irish cop,u,FALSE
5367,Irish Judge,irish judge,u,FALSE
5368,Congregants,congregants,u,FALSE
5370,Coroner,coroner,u,FALSE
5371,Bridal Saleslady,bridal saleslady,f,FALSE
5372,Tux Salesman,tux salesman,m,FALSE
5373,Videographer,videographer,u,FALSE
5374,Deep Mysterious Voice,deep mysterious voice,u,FALSE
5375,Hockey Announcer #1,hockey announcer 1,u,FALSE
5376,Hockey Announcer #2,hockey announcer 2,u,FALSE
5377,Hockey Announcer #3,hockey announcer 3,u,FALSE
5378,Maya,maya,f,FALSE
5379,Umpa-lumpas,umpa-lumpas,m,FALSE
5380,Jenny,jenny,f,FALSE
5381,MAJOR PRESTON,major preston,m,FALSE
5382,Swedish Woman,swedish woman,f,FALSE
5383,Mother Duck,mother duck,f,FALSE
5384,Sleazy Girl,sleazy girl,f,FALSE
5385,Wiggum Smiley Face,wiggum smiley face,m,FALSE
5386,Zamboni Operator,zamboni operator,u,FALSE
5387,Hot Dog Vendor,hot dog vendor,u,FALSE
5388,Fried Dough Vendor,fried dough vendor,u,FALSE
5389,Midway Barker,midway barker,u,FALSE
5390,Juggler,juggler,u,FALSE
5391,Old Comedy Writer,old comedy writer,u,FALSE
5392,Soccer Mom,soccer mom,f,FALSE
5393,Popular Girl #1,popular girl 1,f,FALSE
5394,Popular Girl #1's Tablemates,popular girl 1s tablemates,f,FALSE
5395,Popular Girl #2,popular girl 2,f,FALSE
5396,Popular Girl #2's Tablemates,popular girl 2s tablemates,f,FALSE
5397,Helicopter Parents,helicopter parents,u,FALSE
5398,Kaitlin,kaitlin,f,FALSE
5399,GHOST,ghost,u,FALSE
5400,Chaucer's Ghost,chaucers ghost,m,FALSE
5401,Female Ghost,female ghost,f,FALSE
5402,ELEGANTLY-DRESSED GHOST,elegantly-dressed ghost,u,FALSE
5403,Oscar Wilde,oscar wilde,m,FALSE
5404,Mother In Audience,mother in audience,f,FALSE
5405,Kenny,kenny,m,FALSE
5406,Science Water Promoter,science water promoter,u,FALSE
5407,City Inspector,city inspector,u,FALSE
5408,Dr. Bettelheim,dr bettelheim,u,FALSE
5409,Geoff,geoff,m,FALSE
5410,Donald,donald,m,FALSE
5411,Caitlin,caitlin,f,FALSE
5412,Katelyn,katelyn,f,FALSE
5413,Kate Lynn,kate lynn,f,FALSE
5414,Girl In Background,girl in background,f,FALSE
5415,SMITTEN GIRL WHO FAINTS,smitten girl who faints,f,FALSE
5416,Girl In Riding Boots,girl in riding boots,f,FALSE
5417,British Groundskeeper,british groundskeeper,u,FALSE
5418,Boy Resembling Ralph,boy resembling ralph,m,FALSE
5419,Teenage Stagehand,teenage stagehand,u,FALSE
5420,Alaska Nebraska,alaska nebraska,f,FALSE
5421,CAITLYN,caitlyn,f,FALSE
5422,Walsingham,walsingham,m,FALSE
5423,Queen Elizabeth,queen elizabeth,f,FALSE
5424,Herald Mel,herald mel,m,FALSE
5425,Prince Ralph,prince ralph,m,FALSE
5426,King Julio,king julio,m,FALSE
5427,Lady Marjorie,lady marjorie,f,FALSE
5428,Sir Walter Raleigh,sir walter raleigh,m,FALSE
5429,Advisor,advisor,u,FALSE
5430,Protestant Minister,protestant minister,u,FALSE
5431,Vietnamese Manicurist,vietnamese manicurist,f,FALSE
5432,Doc,doc,u,FALSE
5433,Other Dwarves,other dwarves,u,FALSE
5434,Evil Queen,evil queen,f,FALSE
5435,Disembodied Face,disembodied face,u,FALSE
5436,Huntsman Willie,huntsman willie,m,FALSE
5437,Snow White,snow white,f,FALSE
5438,Turtle,turtle,u,FALSE
5439,Dwarves,dwarves,m,FALSE
5440,Crabby,crabby,u,FALSE
5441,First Witch,first witch,f,FALSE
5442,Second Witch,second witch,f,FALSE
5443,Lady 911 Operator,lady 911 operator,f,FALSE
5444,Ghosts,ghosts,u,FALSE
5445,Mr. Toohey,mr toohey,m,FALSE
5446,Avery Mann,avery mann,m,FALSE
5447,Everyman,everyman,m,FALSE
5448,Older Executive,older executive,u,FALSE
5449,Male Producer,male producer,m,FALSE
5450,Jonah,jonah,m,FALSE
5451,Director #1,director 1,u,FALSE
5452,Director #2,director 2,u,FALSE
5454,Fiji,fiji,u,FALSE
5455,HOLLYWOOD HIPSTERS,hollywood hipsters,u,FALSE
5456,Police Chief,police chief,u,FALSE
5457,Leading Lady,leading lady,f,FALSE
5458,Studio Heads,studio heads,u,FALSE
5459,Former Studio Head,former studio head,u,FALSE
5460,Dr. Reptilicus,dr reptilicus,u,FALSE
5461,Exercise Babe,exercise babe,u,FALSE
5462,NEW TEACHER,new teacher,u,FALSE
5463,BIG-BUSTED DOWAGER,big-busted dowager,u,FALSE
5464,Australian Woman,australian woman,f,FALSE
5465,Fighter,fighter,u,FALSE
5466,Autograph-signing Fighter,autograph-signing fighter,u,FALSE
5467,Scalper,scalper,u,FALSE
5468,Chett,chett,m,FALSE
5469,Donkey,donkey,u,FALSE
5470,Man Below,man below,m,FALSE
5471,HEAVY BAG,heavy bag,u,FALSE
5472,Males In Audience,males in audience,m,FALSE
5473,Muncher Barney,muncher barney,m,FALSE
5474,Muncher,muncher,m,FALSE
5475,Muncher Helen Lovejoy,muncher helen lovejoy,f,FALSE
5476,Wild-eyed Man,wild-eyed man,m,FALSE
5477,Refugees,refugees,u,FALSE
5478,Head Soldier,head soldier,u,FALSE
5479,Chinese-american Worker,chinese-american worker,u,FALSE
5480,LUANNE,luanne,f,FALSE
5481,Carl #1,carl 1,m,FALSE
5482,Carl #2,carl 2,m,FALSE
5483,CLASSY FRENCHMAN,classy frenchman,m,FALSE
5484,COMMISSIONER POMPIDOU,commissioner pompidou,u,FALSE
5485,Beautiful French Lady,beautiful french lady,f,FALSE
5486,Terrorist Type,terrorist type,u,FALSE
5487,Bonk It,bonk it,u,FALSE
5488,Cletus' Pa,cletus pa,m,FALSE
5489,Hillbillies,hillbillies,u,FALSE
5490,Bearded Hillbilly,bearded hillbilly,m,FALSE
5491,Big Hillbilly,big hillbilly,m,FALSE
5492,Whitney,whitney,f,FALSE
5493,Mysterious Voices,mysterious voices,u,FALSE
5494,Hooded Figures,hooded figures,u,FALSE
5495,Gwendolyn,gwendolyn,f,FALSE
5496,Cassandra,cassandra,f,FALSE
5497,Esmeralda,esmeralda,f,FALSE
5498,Homer Snowman,homer snowman,m,TRUE
5499,Substitute Teacher,substitute teacher,u,FALSE
5500,Wiccans,wiccans,u,FALSE
5501,Court Reporter,court reporter,u,FALSE
5502,Huell Howser,huell howser,m,FALSE
5503,Emmy Announcer,emmy announcer,u,FALSE
5504,Female Presenter,female presenter,f,FALSE
5505,Wilbur,wilbur,m,FALSE
5506,Peyton Manning,peyton manning,m,FALSE
5507,Eli Manning,eli manning,m,FALSE
5508,Cooper Manning,cooper manning,m,FALSE
5509,PEYTON/ELI,peytoneli,m,FALSE
5510,Dick,dick,m,FALSE
5512,New Sister,new sister,f,FALSE
5513,KID VOICE,kid voice,u,FALSE
5514,Sisters,sisters,f,FALSE
5515,SMOTHERS BROTHERS,smothers brothers,m,FALSE
5516,DICK SMOTHERS,dick smothers,m,FALSE
5517,TOM SMOTHERS,tom smothers,m,FALSE
5518,Marshall Goldman,marshall goldman,m,FALSE
5519,Commanding Officer,commanding officer,u,FALSE
5520,Brooklyn Sailor,brooklyn sailor,u,FALSE
5521,Boston Sailor,boston sailor,u,FALSE
5522,Clark Gable,clark gable,m,FALSE
5523,Mitch Albom,mitch albom,m,FALSE
5524,Railroad Bull,railroad bull,u,FALSE
5525,All Railroad Bulls,all railroad bulls,u,FALSE
5526,2nd Railroad Bull,2nd railroad bull,u,FALSE
5527,Krusty Auditioner,krusty auditioner,u,FALSE
5529,Gator,gator,u,FALSE
5530,Gary Larson,gary larson,m,FALSE
5531,Holly Hippie,holly hippie,f,FALSE
5532,Eartha Kitt,eartha kitt,f,FALSE
5533,Valerie,valerie,f,FALSE
5534,Lottery Official,lottery official,u,FALSE
5535,Magic Mirror,magic mirror,u,FALSE
5536,Chris Martin,chris martin,m,FALSE
5537,2nd Nurse,2nd nurse,u,FALSE
5538,Brassy Housewife,brassy housewife,f,FALSE
5539,2nd Brassy Housewife,2nd brassy housewife,f,FALSE
5540,Curly #1,curly 1,u,FALSE
5541,Curlys,curlys,u,FALSE
5542,Curly #3,curly 3,u,FALSE
5543,Olympic Pins,olympic pins,u,FALSE
5544,Pin Dealer,pin dealer,u,FALSE
5545,BALD MIDGET,bald midget,u,FALSE
5546,Medicine Woman,medicine woman,f,FALSE
5548,Milhoose,milhoose,m,FALSE
5549,Canadian Nelson,canadian nelson,m,FALSE
5550,Usa Fans,usa fans,u,FALSE
5551,Swedish Man,swedish man,m,FALSE
5552,French Canadian,french canadian,u,FALSE
5553,English Canadian,english canadian,u,FALSE
5554,Hiram,hiram,m,FALSE
5555,Mabel,mabel,f,FALSE
5556,Colonel Burns,colonel burns,m,FALSE
5557,Smithers-like Valet,smithers-like valet,m,FALSE
5558,Virgil Simpson,virgil simpson,m,FALSE
5559,Patroller #1,patroller 1,u,FALSE
5560,Patroller #2,patroller 2,u,FALSE
5561,Circus Clown,circus clown,u,FALSE
5562,Milford,milford,m,FALSE
5563,Obama Kids,obama kids,f,FALSE
5564,Librarian #2,librarian 2,u,FALSE
5565,Hopi Singers,hopi singers,u,FALSE
5566,Anime Kid,anime kid,u,FALSE
5567,PICKACHU-TYPE,pickachu-type,u,FALSE
5568,Gps,gps,u,FALSE
5569,Mouse,mouse,u,FALSE
5570,Bart's Class,barts class,u,FALSE
5571,Miss Stringham,miss stringham,f,FALSE
5572,Miss Stringham's Class,miss stringhams class,f,FALSE
5573,CHILLED-OUT KID,chilled-out kid,u,FALSE
5574,Bodhi,bodhi,m,FALSE
5575,Nikki McKenna,nikki mckenna,f,FALSE
5576,COOL SECOND-GRADER #1,cool second-grader 1,u,FALSE
5577,COOL SECOND-GRADER #2,cool second-grader 2,u,FALSE
5578,Nikki's Mom,nikkis mom,f,FALSE
5579,Nikki's Dad,nikkis dad,m,FALSE
5580,Henry Higgins,henry higgins,m,FALSE
5581,Michelle Obama,michelle obama,f,FALSE
5582,COOL SECOND GRADER #1,cool second grader 1,u,FALSE
5583,Navy Seal,navy seal,u,FALSE
5584,Airport Workers,airport workers,u,FALSE
5585,Israeli Airline Guard,israeli airline guard,u,FALSE
5587,Bible Group,bible group,u,FALSE
5588,DOREET,doreet,u,FALSE
5589,Israeli Bystander,israeli bystander,u,FALSE
5590,Chief Security Officer,chief security officer,u,FALSE
5591,Cucumber,cucumber,u,FALSE
5592,Muslim Man,muslim man,m,FALSE
5593,Prison Guard,prison guard,u,FALSE
5594,Pleasant Cellmate,pleasant cellmate,u,FALSE
5595,Delroy,delroy,u,FALSE
5596,Thought Bubble Grampa,thought bubble grampa,u,FALSE
5597,Wimpy-looking Boy,wimpy-looking boy,m,FALSE
5598,Boy #3,boy 3,m,FALSE
5599,Tellers,tellers,u,FALSE
5600,Silkie,silkie,u,FALSE
5601,Edward G. Robinson,edward g robinson,m,FALSE
5602,Ominous Announcer,ominous announcer,u,FALSE
5603,Wise Old Alien,wise old alien,u,FALSE
5604,Shia LaBeouf,shia labeouf,m,FALSE
5605,Sexy Girl,sexy girl,f,FALSE
5606,Sun,sun,u,FALSE
5607,Danish Sales Rep,danish sales rep,u,FALSE
5608,Springfield Man,springfield man,m,FALSE
6025,Jamie,jamie,m,FALSE
5586,Jakob,jakob,m,FALSE
5528,Princess Penelope,princess penelope,f,FALSE
5609,National Guardsman #1,national guardsman 1,u,FALSE
5610,National Guardsman #2,national guardsman 2,u,FALSE
5611,National Guardsman #3,national guardsman 3,u,FALSE
5612,Female Activist,female activist,f,FALSE
5613,HUGE BLUE WHALE,huge blue whale,u,FALSE
5614,Ms. Dubinsky,ms dubinsky,f,FALSE
5615,Megan,megan,f,FALSE
5616,Man At Counter,man at counter,m,FALSE
5617,Train Conductor,train conductor,u,FALSE
5618,Bomb Squad Guy,bomb squad guy,m,FALSE
5619,Liberal Man,liberal man,m,FALSE
5620,CONSULTANT,consultant,u,FALSE
5621,Cockney Flower Girls,cockney flower girls,f,FALSE
5622,Bobbies,bobbies,u,FALSE
5623,Sally's Father,sallys father,m,FALSE
5624,Upright Citizens,upright citizens,u,FALSE
5626,Audrey,audrey,f,FALSE
5627,Revelers,revelers,u,FALSE
5628,The Queen,the queen,f,FALSE
5629,Prince Charles,prince charles,m,FALSE
5630,Lullaby Singer,lullaby singer,u,FALSE
5631,Indian Singer,indian singer,u,FALSE
5632,Don Pardo,don pardo,m,FALSE
5633,Homer Devils,homer devils,m,TRUE
5634,Black Bishop,black bishop,m,FALSE
5635,Icelandic Man,icelandic man,m,FALSE
5636,2nd Icelandic Man,2nd icelandic man,m,FALSE
5637,NEW NEIGHBOR,new neighbor,u,FALSE
5638,WALT,walt,m,FALSE
5639,Neighbors,neighbors,u,FALSE
5640,THE REAL WALT,the real walt,m,FALSE
5642,Prison Worker,prison worker,u,FALSE
5643,Joyce,joyce,f,FALSE
5644,Mexican Man,mexican man,m,FALSE
5645,Southern State Trooper,southern state trooper,u,FALSE
5646,Midwestern Trooper,midwestern trooper,u,FALSE
5647,New Jersey Patrolman,new jersey patrolman,u,FALSE
5648,Man With Crazy Beard,man with crazy beard,m,FALSE
5649,Thought Bubble Lisa,thought bubble lisa,f,TRUE
5650,Ron Finkelsteinberg,ron finkelsteinberg,m,FALSE
5651,Sports Bar Guy #3,sports bar guy 3,m,FALSE
5652,Sports Bar Guy #4,sports bar guy 4,m,FALSE
5654,Ryan Seacrest,ryan seacrest,m,FALSE
5655,Randy Jackson,randy jackson,m,FALSE
5656,Kara DioGuardi,kara dioguardi,f,FALSE
5657,Ellen DeGeneres,ellen degeneres,f,FALSE
5658,Thought Bubble Simon Cowell,thought bubble simon cowell,m,FALSE
5659,Pro Shop Clerk,pro shop clerk,u,FALSE
5660,Friendly Old Golfer,friendly old golfer,u,FALSE
5661,Nobel Academy President,nobel academy president,u,FALSE
5662,Military Choir,military choir,u,FALSE
5663,Tsa Security Officer,tsa security officer,u,FALSE
5664,Ira Glass,ira glass,m,FALSE
5665,TEENAGE GIRL CAMPER,teenage girl camper,f,FALSE
5666,TEENAGE BOY CAMPER,teenage boy camper,m,FALSE
5667,2ND TEENAGE GIRL CAMPER,2nd teenage girl camper,f,FALSE
5668,Teenage Singers,teenage singers,u,FALSE
5669,Kurt Hardwick,kurt hardwick,m,FALSE
5670,VAN KRUUSTEN,van kruusten,m,FALSE
5671,Flynn,flynn,m,FALSE
5672,Chief Magistrate,chief magistrate,u,FALSE
5673,Aiesha,aiesha,f,FALSE
5674,SARAH,sarah,f,FALSE
5675,Fat Kids,fat kids,u,FALSE
5676,E-Z Reader,e-z reader,u,FALSE
5677,Schoolboy,schoolboy,m,FALSE
5678,Belgian Bailiff,belgian bailiff,u,FALSE
5679,Bailiff's Brother,bailiffs brother,m,FALSE
5680,Afrikaner Promoter,afrikaner promoter,u,FALSE
5681,BERNICE/HELEN,bernicehelen,f,FALSE
5682,Maitre D'ess,maitre dess,u,FALSE
5683,Fat Banker,fat banker,u,FALSE
5684,Muhammad Yunus,muhammad yunus,m,FALSE
5685,Chris Hansen,chris hansen,m,FALSE
5686,Mark Zuckerberg,mark zuckerberg,m,FALSE
5687,Dahlia,dahlia,f,FALSE
5688,Hobby Shop Owner,hobby shop owner,u,FALSE
5689,Bill James,bill james,m,FALSE
5690,Ball,ball,u,FALSE
5691,Teammates,teammates,u,FALSE
5692,Funnel Cake Man,funnel cake man,m,FALSE
5693,Rev. Lovejoy Avatar,rev lovejoy avatar,m,FALSE
5694,Rich Uncle Pennybags,rich uncle pennybags,m,FALSE
5695,Powerful Voice,powerful voice,u,FALSE
5696,Colonel Ketchup,colonel ketchup,u,FALSE
5697,Crazy Eights,crazy eights,u,FALSE
5698,Pelican,pelican,u,FALSE
5699,Edmund,edmund,m,FALSE
5700,Vampire Dad,vampire dad,m,FALSE
5701,Kount,kount,u,FALSE
5702,Abby,abby,f,FALSE
5703,Professional-looking Driver,professional-looking driver,u,FALSE
5704,Admissions Director,admissions director,u,FALSE
5705,Cloisters Girl,cloisters girl,f,FALSE
5706,Another Girl,another girl,f,FALSE
5707,Ms. Marshall,ms marshall,f,FALSE
5708,Chairman,chairman,u,FALSE
5709,Nbc Executive,nbc executive,u,FALSE
5710,Network Executive,network executive,u,FALSE
5641,THE REAL BOB,the real bob,m,FALSE
5653,Simon Cowell,simon cowell,m,FALSE
5711,Personal Physician,personal physician,u,FALSE
5712,Sgt. Activity Doll,sgt activity doll,u,FALSE
5713,Funeral Director,funeral director,u,FALSE
5714,Guido Guy,guido guy,m,FALSE
5715,Dick Cheney,dick cheney,m,FALSE
5716,General Patton,general patton,m,FALSE
5717,Danica Patrick,danica patrick,f,FALSE
5718,Will Rogers,will rogers,m,FALSE
5719,W.C. FIELDS,wc fields,m,FALSE
5720,Dr. Thurston,dr thurston,m,FALSE
5721,Caretaker,caretaker,u,FALSE
5722,Bing Crosby,bing crosby,m,FALSE
5723,Gruff Sergeant,gruff sergeant,u,FALSE
5724,German,german,u,FALSE
5725,Western Union Boy,western union boy,m,FALSE
5726,Tree Salesman,tree salesman,m,FALSE
5727,Hamlet,hamlet,m,FALSE
5729,Katy Perry,katy perry,f,FALSE
5730,Sock Puppet Dog,sock puppet dog,u,FALSE
5731,Samoan Native,samoan native,u,FALSE
5732,Wah-wah Birds,wah-wah birds,u,FALSE
5733,Glinda,glinda,f,FALSE
5735,Other Guards,other guards,u,FALSE
5736,Female Agent,female agent,f,FALSE
5737,Whiny Agent,whiny agent,u,FALSE
5738,Fit Tony,fit tony,m,FALSE
5739,Erik,erik,m,FALSE
5740,4th Graders,4th graders,u,FALSE
5741,5th Graders,5th graders,u,FALSE
5742,Zach,zach,m,FALSE
5743,Mr. Benzie,mr benzie,m,FALSE
5744,Tough 5th Grader,tough 5th grader,u,FALSE
5745,Anita,anita,f,FALSE
5746,Connie,connie,f,FALSE
5747,Chris,chris,m,FALSE
5748,Andy Hamilton,andy hamilton,m,FALSE
5749,Tyler Winklevoss,tyler winklevoss,m,FALSE
5750,Ross,ross,m,FALSE
5751,MARGE 40-YEAR-OLD,marge 40-year-old,f,TRUE
5752,Fat Late Shift Worker,fat late shift worker,u,FALSE
5753,Mr. Burns Heads,mr burns heads,m,FALSE
5754,Super-hairy Wonder Woman,super-hairy wonder woman,f,FALSE
5755,Ms. Juniper,ms juniper,f,FALSE
5756,DISTINGUISHED OLDER GENTLEMEN,distinguished older gentlemen,m,FALSE
5757,Comic Book Gay,comic book gay,m,FALSE
5758,Tranny #1,tranny 1,u,FALSE
5759,Tranny #2,tranny 2,u,FALSE
5760,Gays,gays,m,FALSE
5761,Grizzly Shawn,grizzly shawn,m,FALSE
5762,Bar Customers,bar customers,u,FALSE
5763,Devil Moe,devil moe,m,FALSE
5764,Real Devil Moe,real devil moe,m,FALSE
5765,Melody,melody,f,FALSE
5766,Distinguished Older Gentleman,distinguished older gentleman,m,FALSE
5767,Liz,liz,f,FALSE
5768,Playground Ghost,playground ghost,u,FALSE
5769,Gale Gordon,gale gordon,f,FALSE
5770,Lucille Ball,lucille ball,f,FALSE
5771,Courtney,courtney,f,FALSE
5772,Fat Chinese Spy,fat chinese spy,u,FALSE
5773,CHEEKBONE CHINESE SPY,cheekbone chinese spy,u,FALSE
5774,Atf Agent,atf agent,u,FALSE
